ISIN;nom;ticker
LU0640491436;Threadneedle(Lux) Multi Asst Tgt Alp IGH;
LU0640496401;Threadneedle(Lux) Enh Cmdty Port ASH;
LU0640890645;GS Gr & Em Mkts CORE Eq IO Close GBP Acc;
LU0640920905;LO Funds - Commo. Risk Parity (USD) P A;
LU0640921382;LO Funds - Commo. Risk Parity (USD) I A;
LU0640921622;LO Funds - Commo. Risk Parity (EUR) P A;
LU0640921978;LO Funds - Commo. Risk Parity (EUR) R A;
LU0640922273;LO Funds - Commo. Risk Parity (EUR) I A;
LU0640922513;LO Funds - Commo. Risk Parity (CHF) P A;
LU0640922943;LO Funds - Commo. Risk Parity (CHF) I A;
LU0641242853;Allianz Income and Growth I H2-EUR;
LU0641480529;JPM Global Convert (EUR) X (dist)-GBPH;
LU0641745681;DNCA Invest Miuri B;
LU0641746143;DNCA Invest Miuri I;
LU0641748271;DNCA Invest Eurose AD EUR;
LU0641915516;JPM Global Focus I USD Acc;
LU0642103609;Investec GSF Global Divers Inc S $ Inc;
LU0642103948;Investec GSF Global Divers Inc F $ Inc;
LU0642142763;JPM Income Opportunity B (inc)-GBP (Hdg);
LU0642142847;JPM Highbridge Stat.Mkt Ntl B (dis)-GBPH;
LU0642270333;Henderson Horizon Glbl Prpty Eqs I2 EURH;
LU0642274830;Henderson Horizon Pan Eurp Alpha Z2 EUR;
LU0642275217;Henderson Horizon Pan Eurp Smlr Coms Z2;
LU0642279474;Henderson Horizon Pan Eurp Eq I2 USD;
LU0642280134;Henderson Horizon Euro Corp Bond A2 SEKH;
LU0642280647;Henderson Horizon Euro Corp Bond A2 CHFH;
LU0642281702;Henderson Horizon Euro Corp Bond I2 CHFH;
LU0642795305;Invesco Pan European Focus Equity A Acc;
LU0643280349;Cap Int US Growth & Income Xdh GBP;
LU0643341406;BBH Lux Core Select X;
LU0643341588;BBH Lux Core Select RX USD;
LU0643830515;HSBC GIF Asian Currencies Bd I EUR Inc;
LU0643860850;ING (L) Renta Glbl HY I EUR H Inc;
LU0643996597;Amundi Fds Absolute Vol World Eqs IHJ-C;
LU0644000290;Amundi Fds Absolute Vol World Eqs AHE-D;
LU0644000373;Amundi Fds Absolute Vol World Eqs SHE-C;
LU0644000456;Amundi Fds Absolute Vol World Eqs FHE-C;
LU0644000530;Amundi Fds Eq Glbl Gold Mines SHE-C;
LU0644000613;Amundi Fds Eq Glbl Gold Mines FHE-C;
LU0644000704;Amundi Fds Eq Glbl Luxury&LifeStyl SHE-C;
LU0644000886;Amundi Fds Eq Glbl Luxury&LifeStyl FHE-C;
LU0644000969;Amundi Fds Eq Glbl Agriculture SHE-C;
LU0644001009;Amundi Fds Eq Glbl Agriculture FHE-C;
LU0644001181;Amundi Fds Eq Glbl Resources SHE-C;
LU0644001264;Amundi Fds Eq Glbl Resources FHE-C;
LU0644001348;Amundi Fds Bd Emerging Inflation IHE-C;
LU0644289422;JPM US Select Eq Plus C (dist)-GBP(Hdg);
LU0644935313;Swisscanto (LU) EF S/M Caps Japan B EUR;
LU0644935586;Swisscanto (LU) EF S/M Caps Japan J EUR;
LU0644935669;Swisscanto (LU) EF Sel International B ?;
LU0644935743;Swisscanto (LU) EF Sel International J ?;
LU0644935826;Swisscanto (LU) EF Sel North America B ?;
LU0644936048;Swisscanto (LU) EF Sel North America J ?;
LU0645131763;AXA WF Euro Credit IG AD EUR;
LU0645132225;Franklin European Core A Acc ?;
LU0645132498;Franklin European Core A Ydis ?;
LU0645132571;Franklin European Core I Acc ?;
LU0645132654;Franklin European Core N Acc ?;
LU0645132738;Franklin European Dividend A Acc ?;
LU0645132811;Franklin European Dividend A Ydis ?;
LU0645132902;Franklin European Dividend I Acc ?;
LU0645133033;Franklin European Dividend N Acc ?;
LU0645133207;Franklin Temp Global Alloc A Acc $;
LU0645133389;Franklin Temp Global Alloc I Acc $;
LU0645133462;Franklin Temp Global Alloc N Acc $;
LU0645133546;Franklin Temp Global Alloc Z Acc $;
LU0645133629;Franklin Temp Global Alloc A Acc ?;
LU0645133892;Franklin Temp Global Alloc A Acc ?-H1;
LU0645133975;Franklin Temp Global Alloc A Ydis ?;
LU0645134197;Franklin Temp Global Alloc A Ydis ?-H1;
LU0645134270;Franklin Temp Global Alloc I Acc ?;
LU0645134353;Franklin Temp Global Alloc I Acc ?-H1;
LU0645134437;Franklin Temp Global Alloc I Ydis ?-H1;
LU0645134510;Franklin Temp Global Alloc N Acc ?;
LU0645134601;Franklin Temp Global Alloc A Qdis ?;
LU0645134783;Franklin Temp Global Alloc N Acc SEK-H1;
LU0645134866;Franklin Temp Global Alloc A Acc CHF-H1;
LU0645135756;AXA WF Frm Em Markets I(H)-C EUR;
LU0645142299;AXA WF Frm American Growth I(H)-C EUR;
LU0645145474;AXA WF Frm Global High Income AC USD;
LU0645145557;AXA WF Frm Global High Income AC EUR;
LU0645146100;AXA WF Frm Global High Income E(H)-C EUR;
LU0645146282;AXA WF Frm Global High Income FC USD;
LU0645146522;AXA WF Frm Global High Income FD-Q EUR;
LU0645146795;AXA WF Frm Global High Income IC USD;
LU0645146878;AXA WF Frm Global High Income IC EUR;
LU0645147330;AXA WF US High Yield Bonds A(H)-C CHF;
LU0645147413;AXA WF US High Yield Bonds A(H)-D EUR;
LU0645147504;AXA WF US High Yield Bonds F(H)-C CHF;
LU0645148908;AXA WF Optimal Absolute AC EUR;
LU0645149039;AXA WF Optimal Absolute A(H)-C USD;
LU0645149203;AXA WF Optimal Absolute EC EUR;
LU0645149385;AXA WF Optimal Absolute FC EUR;
LU0645149468;AXA WF Optimal Absolute F(H)-C USD;
LU0647025211;JPM US Growth C (dist) - USD;
LU0647025302;JPM Highbridge US STEEP C (dist)-USD;
LU0647154961;JPM Global Dividend B (dist) - EUR;
LU0647998276;Harris Associates Conc US Eq Fd HI/A EUR;
LU0647998607;Harris Associates Conc US Eq Fd HS/A GBP;
LU0647999084;Harris Associates Conc US Eq Fd I/A USD;
LU0647999670;Harris Associates Conc US Eq Fd R/A USD;
LU0647999753;Harris Associates Conc US Eq Fd R/D GBP;
LU0647999837;Harris Associates Conc US Eq Fd R/D USD;
LU0648000353;Harris Associates Conc US Eq Fd S/A EUR;
LU0648000437;Harris Associates Conc US Eq Fd S/A GBP;
LU0648000510;Harris Associates Conc US Eq Fd S/A USD;
LU0648000783;Harris Associates Glbl Eq Fd F/A USD;
LU0648006632;Natixis Global Inflation Fd DH-I/A EUR;
LU0648352382;Investec GSF Emerg Mkts BlendedDbt C Inc;
LU0648429354;SSP Armored Wolf Euro Inflation I;
LU0648430014;SSP Armored Wolf Euro Inflation I-XL;
LU0648618758;Pioneer Fds Strategic Inc A CZK HND;
LU0648978533;Allianz US High Yield AM HKD;
LU0649033221;Allianz US High Yield AM H2-AUD;
LU0649369211;Cap Int Global High Inc Opp Bh CHF;
LU0649369641;Cap Int Global High Inc Opp Xh-GBP;
LU0649369997;Cap Int Global High Inc Opp Bdh-EUR;
LU0649388781;Investec GSF Lat Am Corp Debt I$ Inc;
LU0650092850;First Eagle Amundi International AHC-C;
LU0650093072;First Eagle Amundi International IHC-C;
LU0650148231;Pictet Japanese Equity Opport-HI EUR;
LU0650148314;Pictet Japanese Equity Opport-HP EUR;
LU0650148405;Pictet Japanese Equity Opport-HR EUR;
LU0650586935;CSF (Lux) Bond EUR A;
LU0650587073;CSF (Lux) Bond EUR B;
LU0650587404;CSF (Lux) Bond EUR F;
LU0650589442;CSF (Lux) Bond USD A;
LU0650589525;CSF (Lux) Bond USD B;
LU0650590028;CSF (Lux) Bond USD F;
LU0650592156;CSF (Lux) Bond Medium Maturity EUR A;
LU0650592230;CSF (Lux) Bond Medium Maturity EUR B;
LU0650592669;CSF (Lux) Bond Medium Maturity EUR F;
LU0650594871;CSF (Lux) Bond Medium Maturity CHF A;
LU0650594954;CSF (Lux) Bond Medium Maturity CHF B;
LU0650595332;CSF (Lux) Bond Medium Maturity CHF F;
LU0650597205;CSF (Lux) Bond Medium Maturity USD A;
LU0650597387;CSF (Lux) Bond Medium Maturity USD B;
LU0650597890;CSF (Lux) Bond Medium Maturity USD F;
LU0650600199;CSF (Lux) Money Market EUR B;
LU0650600355;CSF (Lux) Money Market EUR F;
LU0650600512;CSF (Lux) Money Market EUR I;
LU0650600785;CSF (Lux) Money Market USD B;
LU0650600942;CSF (Lux) Money Market USD F;
LU0650650376;GS Glbl High Yield I GBP Hdg Dur Hdg;
LU0650650533;GS Gr & Em Mkts Debt I GBP Hdg DH;
LU0650750168;Uni-Global Equities Europe SD-EUR;
LU0650750242;Uni-Global Equities Europe TA-EUR;
LU0650750754;Uni-Global Equities US SAC-EUR;
LU0650750911;Uni-Global Equities US TA-USD;
LU0650751133;Uni-Global Equities World SAC-EUR;
LU0650751216;Uni-Global Equities World SAC-GBP;
LU0650751562;Uni-Global Equities Emerg Mkts SAC-EUR;
LU0650751646;Uni-Global Equities Emerg Mkts SAC-GBP;
LU0650957938;Fidelity FAST Em Mkts A Acc USD;
LU0650958076;Fidelity FAST Emerging Markets E EUR;
LU0650958159;Fidelity FAST Em Mkts Y Acc USD;
LU0650958233;Fidelity FAST Em Mkts I Acc USD;
LU0651946864;BGF Emerging Markets Equity Income A2;
LU0651947912;BGF Emerging Markets Equity Income A5G;
LU0653880228;BGF Emerging Markets Equity Inc D2RF USD;
LU0653880657;BGF Emerging Markets Equity Income E2 ?H;
LU0653880731;BGF Emerging Markets Equity Income E5G?H;
LU0654088722;GS II Tactical Tilt Portfolio P USD Acc;
LU0654088995;GS II Tactical Tilt Portfolio P EURH Acc;
LU0654089290;GS II Tactical Tilt Portfolio I USD Acc;
LU0654138840;Parvest Bond World Emerg IH EUR;
LU0654358968;Baker Steel Alpha Gold Fund A EUR;
LU0654359693;Baker Steel Alpha Gold Fund A USD;
LU0654360352;Baker Steel Alpha Gold Fund A CHF;
LU0654361087;Baker Steel Alpha Gold Fund A GBP;
LU0654361756;Baker Steel Alpha Gold Fund IA EUR;
LU0654362309;Baker Steel Alpha Gold Fund IA USD;
LU0654363299;Baker Steel Alpha Gold Fund IA CHF;
LU0654363885;Baker Steel Alpha Gold Fund IA GBP;
LU0654364420;Baker Steel Alpha Gold Fund IB EUR;
LU0654365237;Baker Steel Alpha Gold Fund IB USD;
LU0654365823;Baker Steel Alpha Gold Fund IB CHF;
LU0654366631;Baker Steel Alpha Gold Fund IB GBP;
LU0654367282;Baker Steel Alpha Gold Fund SA USD;
LU0654526853;JPM Gl Sh Duration Bd Fd X (acc)-EUR Hdg;
LU0654531002;Dexia Eqs L Europe Innovation L;
LU0654531184;Dexia Eqs L Global Demography C Acc;
LU0654531267;Dexia Eqs L Global Demography D Inc;
LU0654531341;Dexia Eqs L Global Demography I Acc;
LU0654543270;JPM Global High Yield Bd B USD Acc;
LU0654557817;AB SICAV Thematic Research B CAD H;
LU0654557908;AB SICAV European Flexible Eq A CHF H;
LU0654558039;AB SICAV European Flexible Eq I CHF H;
LU0654558112;AB SICAV RMB Income Plus A2;
LU0654558203;AB SICAV RMB Income Plus A2;
LU0654558385;AB SICAV RMB Income Plus C2 CNH/CMNY;
LU0654558468;AB SICAV RMB Income Plus C2 USD;
LU0654558542;AB SICAV RMB Income Plus CT CNH/CNY;
LU0654558625;AB SICAV RMB Income Plus CT USD;
LU0654558898;AB SICAV RMB Income Plus I2 GBP;
LU0654559193;AB SICAV RMB Income Plus IT CNH/CNY;
LU0654559276;AB SICAV RMB Income Plus IT USD;
LU0654559516;AB SICAV Shrt Dur Hi Yld A2 Acc;
LU0654559607;AB SICAV Shrt Dur Hi Yld AT Inc;
LU0654559789;AB SICAV Shrt Dur Hi Yld B2 Acc;
LU0654559862;AB SICAV Shrt Dur Hi Yld BT Inc;
LU0654560019;AB SICAV Shrt Dur Hi Yld C2 Acc;
LU0654560100;AB SICAV Shrt Dur Hi Yld I2 Acc;
LU0654560282;AB SICAV Shrt Dur Hi Yld S Acc;
LU0654560365;AB SICAV Shrt Dur Hi Yld S1 Acc;
LU0654560449;AB SICAV Shrt Dur Hi Yld A2 GBP Hdg Acc;
LU0654560522;AB SICAV Shrt Dur Hi Yld AT GBP Hdg Inc;
LU0654560795;AB SICAV Shrt Dur Hi Yld I2 GBP Hdg Acc;
LU0654560878;AB SICAV Shrt Dur Hi Yld A2 EUR Hdg Acc;
LU0654560951;AB SICAV Shrt Dur Hi Yld AT EUR Hdg Inc;
LU0654561173;AB SICAV Shrt Dur Hi Yld I2 EUR Hdg Acc;
LU0654561256;AB SICAV Real Asset A USD;
LU0654561413;AB SICAV Real Asset B USD;
LU0654561504;AB SICAV Real Asset C USD;
LU0654561686;AB SICAV Real Asset I USD;
LU0654561769;AB SICAV Real Asset S USD;
LU0654561843;AB SICAV Real Asset S1 USD;
LU0654561926;AB SICAV Real Asset A EUR PH;
LU0654562064;AB SICAV Real Asset I EUR PH;
LU0654562148;AB SICAV Real Asset A GBP PH;
LU0654562221;AB SICAV Real Asset I GBP PH;
LU0654573939;UBS (Lux) EEF Glbl Bd $ CHFH I-X Acc;
LU0654592483;BGF Global Equity Income A2 Hdg;
LU0654597011;BGF Natural Resources Gr & Inc A4G USD;
LU0655679115;ING (L) Invest Alt Beta I CHF Hdg;
LU0655939121;Pictet-Global Emerging Debt-HI dy EUR;
LU0656520482;CS S1 (Lux) CommodityAllocation T EUR;
LU0656520649;CS S1 (Lux) CommodityAllocation T CHF;
LU0656756250;GS II Tactical Tilt Portfolio P GBPH Acc;
LU0657749338;JPM Global Merger Arbitrage C EUR H Acc;
LU0658025209;AXA IM FIIS EU Short Dur HY A-C EUR;
LU0658025464;AXA IM FIIS EU Short Dur HY A-D EUR;
LU0658025548;AXA IM FIIS EU Short Dur HY A(H)-C USD;
LU0658025977;AXA IM FIIS EU Short Dur HY B-C EUR;
LU0658026199;AXA IM FIIS EU Short Dur HY B-D EUR;
LU0658026272;AXA IM FIIS EU Short Dur HY B(H)-C USD;
LU0658026439;AXA IM FIIS EU Short Dur HY B(H)-C CHF;
LU0658026512;AXA IM FIIS EU Short Dur HY E-C EUR;
LU0658026603;AXA IM FIIS EU Short Dur HY F-C EUR;
LU0658026868;AXA IM FIIS EU Short Dur HY F(H)-C USD;
LU0658026942;AXA IM FIIS EU Short Dur HY F(H)-C CHF;
LU0658220677;BGF Global Equity Income X2 GBP Hdg;
LU0658669196;DB Platinum Precious Metals R1C-A;
LU0659904402;UBS (Lux) BS Ccy Diversifier $ P USD Inc;
LU0659916679;UBS (Lux) BS Ccy Diversifier $ P USD Acc;
LU0660291583;UBP IP Glbl MA Cnsrv Strat A GBP Acc;
LU0660291666;UBP IP Glbl MA Cnsrv Strat A GBP Inc;
LU0660291740;UBP IP Glbl MA Moderate Strat A GBP Acc;
LU0660291823;UBP IP Glbl MA Moderate Strat A GBP Inc;
LU0660292128;UBP IP Glbl MA Dynamic Strat A GBP Acc;
LU0660292474;UBP IP Glbl MA Dynamic Strat A GBP Inc;
LU0660295576;CS (Lux) European Corporate Opps Bond A;
LU0660295659;CS (Lux) European Corporate Opps Bond B;
LU0660295907;CS (Lux) EMMA Corporate Bond BH CHF;
LU0660296111;CS (Lux) EMMA Corporate Bond BH EUR;
LU0660296202;CS (Lux) EMMA Corporate Bond IBH CHF;
LU0660296384;CS (Lux) EMMA Corporate Bond IBH EUR;
LU0660296467;CS (Lux) EMMA Corporate Bond A USD;
LU0660296541;CS (Lux) EMMA Corporate Bond B USD;
LU0660296624;CS (Lux) EMMA Corporate Bond IB;
LU0661274869;Investec GSF Emerg Mkts Eq S AUD Inc;
LU0661495795;BGF Global Equity Income A2 SGD Hdg;
LU0661504455;BGF Global Equity Income A5G SGD Hdg;
LU0661553403;JPM Income Opportunity A (acc)-CHF (Hdg);
LU0661985969;JPM Euroland Dynamic A (acc) - EUR;
LU0661986348;JPM Euroland Dynamic D (acc) - EUR;
LU0661987155;JPM Euroland Focus A (acc) - EUR;
LU0661987585;JPM Euroland Focus D (acc) - EUR;
LU0662593408;Parvest Multi-Strat Medium Vol C C;
LU0662593663;Parvest Multi-Strat Medium Vol I;
LU0662593747;Parvest Multi-Strat Medium Vol N;
LU0662593820;Parvest Multi-Strat Medium Vol P C;
LU0662594042;Parvest Multi-Strat Medium Vol X;
LU0662594125;Parvest Convertible Bond Asia C D;
LU0662594398;Parvest Bond World Emerg C D;
LU0663513272;Pictet Premium Brands HP SGD;
LU0664136594;JPM Euro Infl-Lnkd Bd A EUR Acc;
LU0664137212;JPM Euro Infl-Lnkd Bd D EUR Acc;
LU0664588224;UBS (Lux) BS Srt Dura HY $ Q GBP H;
LU0665148036;Fidelity US High Yield Y-Acc-EUR-Hdg;
LU0665628672;Allianz Renminbi Currency A(H2-EUR);
LU0665629993;Allianz Renminbi Currency I(H2-EUR);
LU0665630066;Allianz Renminbi Currency A(H2-GBP);
LU0665630140;Allianz Renminbi Currency P (H2-GBP) GBP;
LU0665630652;Allianz Renminbi Currency CT(H2-EUR);
LU0665630736;Allianz Renminbi Currency AT(H2-EUR);
LU0665630819;Allianz Renminbi Currency A USD;
LU0665681309;AXA IM FIIS US Corp Bonds A(H)-C CHF;
LU0665681721;AXA IM FIIS US Corp Bonds E-C USD;
LU0665682299;AXA IM FIIS US Corp Bonds F(H)-C CHF;
LU0665709241;Schroder ISF EMkts Dbt Abs Ret A SEK;
LU0665709597;Schroder ISF Glbl High Inc Bd A SEK;
LU0665709670;Schroder ISF Glbl High Yld A SEK;
LU0665709753;Schroder ISF Strategic Bd A SEK;
LU0666199749;HSBC GIF Frontier Markets A USD Acc;
LU0666200265;HSBC GIF Frontier Markets A USD Inc;
LU0666200349;HSBC GIF Frontier Markets I USD Acc;
LU0666200695;HSBC GIF Frontier Markets I USD Inc;
LU0666480289;Ethna-AKTIV E A CHF;
LU0666484190;Ethna-AKTIV E T CHF;
LU0668019770;JPM Global Merger Arbitrage B GBP H Inc;
LU0668547879;LSF Prognosia Galaxy;
LU0668548091;LSF Prognosia Supernova;
LU0668866113;LO Funds - Vital Food (USD) P A;
LU0668867194;LO Funds - Vital Food (USD) I A;
LU0668867947;LO Funds - Vital Food Syst.Hdg (EUR) P A;
LU0668868325;LO Funds - Vital Food Syst.Hdg (EUR) RA;
LU0668868838;LO Funds - Vital Food Syst.Hdg (EUR) IA;
LU0668869646;LO Funds - Vital Food Syst.Hdg (CHF) PA;
LU0668870065;LO Funds - Vital Food Syst.Hdg (CHF) PD;
LU0668870735;LO Funds - Vital Food Syst.Hdg (CHF) IA;
LU0669555244;BGF World Gold Hedged D2 CHF;
LU0669577131;UBS (Lux) ES EMkts Hi Div $ CHFH P-dist;
LU0669706045;UBS (Lux) ES Asia Hi Div $ CHF Hdg P-acc;
LU0671330487;UBS (Lux) BS Convt Glbl ? USD H I-B-acc;
LU0671367646;UBS (Lux) BS EUR Corp 2014 II ? P Inc;
LU0671367729;UBS (Lux) BS EUR Corp 2014 II ? P Acc;
LU0671367992;UBS (Lux) BS EUR Corp 2014 II ? K1 Acc;
LU0671461233;JPM US Select Equity C GBP Inc;
LU0671500071;Schroder ISF Euro Bond A1 Inc;
LU0671500402;Schroder ISF Glbl Convert Bd A? Hdg Inc;
LU0671500584;Schroder ISF Glbl Convert Bd A1? Hdg Inc;
LU0671500667;Schroder ISF Glbl Clmt Chg Eq A ?Hdg Inc;
LU0671500741;Schroder ISF Glb Corp Bond A1 EURHdg Inc;
LU0671500824;Schroder ISF Glb Corp Bond B EUR Hdg Inc;
LU0671501046;Schroder ISF Glbl Demo Opps A EURHdg Inc;
LU0671501129;Schroder ISF Global Div Max A? Hdg;
LU0671501392;Schroder ISF Global Div Max A1?Hdg;
LU0671501475;Schroder ISF Global Div Max B?Hdg;
LU0671501558;Schroder ISF Global Energy A EUR Hdg Acc;
LU0671501632;Schroder ISF Global Energy A EUR Hdg Inc;
LU0671501715;Schroder ISF Glbl High Inc Bd A1? Hdg;
LU0671501806;Schroder ISF Glbl High Yield A? Hdg Inc;
LU0671501988;Schroder ISF Glbl High Yld A1 EURHdg Inc;
LU0671502010;Schroder ISF Glbl Infl Lnk Bd A Inc;
LU0671502101;Schroder ISF Glbl Infl Lnk Bd A1 Inc;
LU0671502283;Schroder ISF Glbl Infl Lnk Bd B Inc;
LU0671502440;Schroder ISF Global Res Eq A EUR Hdg Acc;
LU0671502796;Schroder ISF Glbl Credit Dur Hdgd A Inc;
LU0671502879;Schroder ISF Glbl Credit Dur Hdgd A1 Inc;
LU0671502952;Schroder ISF Glbl Credit Dur Hdgd B Inc;
LU0671503091;Schroder ISF US Dollar Bond A EURHdg Inc;
LU0671503174;Schroder ISF US Dollar Bond A1? Hdg Inc;
LU0671503257;Schroder ISF US Dollar Bond B EURHdg Inc;
LU0671505468;MS INVF Global Brands AH CHF;
LU0672653788;Templeton Global Bond?N MDis $;
LU0672653861;Templeton Global Bond A MDis CAD-H1;
LU0672653945;Templeton Global Bond?A YDis CHF-H1;
LU0672654083;Templeton Glbl Total Return A YDis CHFH1;
LU0672654166;Templeton Asian Growth A Acc SGD-H1;
LU0672654240;Franklin US Opportunities A Acc SGD-H1;
LU0672672143;JPM US Select Equity C EUR Acc;
LU0672756243;Schroder ISF Brazilian Equity A USD;
LU0672756326;Schroder ISF Brazilian Equity A1 USD;
LU0672756599;Schroder ISF Brazilian Equity C USD;
LU0672756672;Schroder ISF Brazilian Equity I USD;
LU0672756755;Schroder ISF Brazilian Equity A EUR Hdg;
LU0672756839;Schroder ISF Brazilian Equity A1 EUR Hdg;
LU0672756912;Schroder ISF Brazilian Equity C EUR Hdg;
LU0672757050;Schroder ISF Brazilian Equity I EUR Hdg;
LU0673244124;JPM Europe Research Enhanced Idx Eq I;
LU0673244397;JPM Europe Research Enhanced Idx Eq X;
LU0673439724;BGF World Agriculture I2 USD;
LU0674139976;Robeco US Select Opportunities Eqs I?Hdg;
LU0674140040;Robeco US Select Opportunities Eqs D?Hdg;
LU0674140123;Robeco US Select Opportunities Eqs I$;
LU0674140396;Robeco US Select Opportunities Eqs D$;
LU0674194641;UBS (Lux) EEF Glbl Bd $ EURH I-X Acc;
LU0674370985;Torrus ML Commodity Enhanced Beta Re SEK;
LU0674994412;Allianz US High Yield AT USD;
LU0674994503;Allianz US High Yield AT HKD;
LU0675040389;JPM Global Corp Bd C EUR Hdg & Dur;
LU0676280554;Allianz US High Yield AM H2-CAD;
LU0676280711;Allianz US High Yield AM H2-EUR;
LU0676280802;Allianz US High Yield AM H2-GBP;
LU0677789876;Robeco High Yield Bonds DH CHF;
LU0677960717;AISM Global Opportunities Low Volatili I;
LU0677960808;AISM Global Opportunities Low Volatili R;
LU0678341354;Bradesco Glbl Braz Hard Ccy Bd $ Z$;
LU0678493700;Allianz Enh Short Term Euro S H2-AUD;
LU0678493965;Allianz Enh Short Term Euro S H2-NOK;
LU0678606244;UBS (Lux) KSS Glbl Allc (EUR) GBP Hdg P;
LU0678959247;Allianz Europe Equity Growth AT H-PLN;
LU0678985598;BSF Asia Extension A2;
LU0678985754;BSF Asia Extension A2RF;
LU0678986307;BSF Asia Extension D2;
LU0678986729;BSF Asia Extension E2;
LU0678987370;BSF Asia Extension X2;
LU0679000579;JPM US Aggregate Bond A (acc) - EUR Hdg;
LU0679203413;ING(L) Renta Fd EM Dbt LB I Inc;
LU0679203504;ING(L) Renta Fd EM Dbt LB IPLN HdgAcc;
LU0679203769;ING (L) Renta Glbl High Yld I Inc;
LU0679940949;BGF Renminbi Bond A2 CNH Acc;
LU0679941160;BGF Renminbi Bond A3 CNY Inc;
LU0679941327;BGF Renminbi Bond A2 CNH Acc;
LU0679941673;BGF Renminbi Bond A3 USD Inc;
LU0679964378;BGF Global High Yield Bond X2RF GBP Hdg;
LU0679964451;BGF Global Equity D2;
LU0679964535;BGF United Kingdom D2;
LU0681219902;BGF USD High Yield Bond D4RF GBP Hdg;
LU0681241153;Wells Fargo (Lux) WF-Emerg Mkt Eq IA$Acc;
LU0681681044;YCAP Euro Corporate A Dis;
LU0682137467;AC Risk Parity 7 Fund EUR D;
LU0682140255;AC Risk Parity 7 Fund GBP B;
LU0682148589;AC Risk Parity 7 Fund SGD A;
LU0682175806;AC Risk Parity 7 Fund SGD B;
LU0682200414;AC Risk Parity 7 Fund AUD C;
LU0682206882;AC Risk Parity 12 Fund EUR C;
LU0682218119;AC Risk Parity 12 Fund EUR D;
LU0682219430;AC Risk Parity 12 Fund GBP B;
LU0682220792;AC Risk Parity 12 Fund SGD A;
LU0682221683;AC Risk Parity 12 Fund SGD B;
LU0682222814;AC Risk Parity 12 Fund AUD C;
LU0682339840;YCAP Euro Corporate B Cap;
LU0682340004;YCAP Euro Corporate D Cap;
LU0683062482;BGF Renminbi Bond C2 USD Acc;
LU0683067010;BGF Renminbi Bond C3 USD Inc;
LU0683067952;BGF Renminbi Bond D3 USD Inc;
LU0683595382;AB SICAV Emg Mkts Multi-Asst A;
LU0683595465;AB SICAV Emg Mkts Multi-Asst A AUD Hdg;
LU0683595549;AB SICAV Emg Mkts Multi-Asst A CAD Hdg;
LU0683595622;AB SICAV Emg Mkts Multi-Asst AD USD;
LU0683595895;AB SICAV Emg Mkts Multi-Asst AD AUD H;
LU0683596273;AB SICAV Emg Mkts Multi-Asst AD CAD H;
LU0683596356;AB SICAV Emg Mkts Multi-Asst AD EUR H;
LU0683596430;AB SICAV Emg Mkts Multi-Asst AD GBP H;
LU0683596513;AB SICAV Shrt Dur Hi Yld IT Inc;
LU0683598212;AB SICAV Global Plus FI A2 USD Acc;
LU0683598303;AB SICAV Global Plus FI A2 EUR Hdg Acc;
LU0683598485;AB SICAV Global Plus FI A2 GBP Hdg Acc;
LU0683598568;AB SICAV Global Plus FI AT USD Inc;
LU0683598642;AB SICAV Global Plus FI AT EUR Hdg Inc;
LU0683598725;AB SICAV Global Plus FI B2 USD Acc;
LU0683598998;AB SICAV Global Plus FI B2 EUR Hdg Acc;
LU0683599020;AB SICAV Global Plus FI BT USD Inc;
LU0683599293;AB SICAV Global Plus FI BT EUR Hdg Inc;
LU0683599376;AB SICAV Global Plus FI C2 USD Acc;
LU0683599533;AB SICAV Global Plus FI C2 EUR Hdg Acc;
LU0683599616;AB SICAV Global Plus FI I2 USD Acc;
LU0683599707;AB SICAV Global Plus FI I2 EUR Hdg Acc;
LU0683599889;AB SICAV Global Plus FI I2 GBP Hdg Acc;
LU0683600562;AB SICAV Select US Equity A;
LU0683600646;AB SICAV Select US Equity A EUR Hdg;
LU0683600992;AB SICAV Select US Equity I;
LU0683601024;AB SICAV Select US Equity I EUR Hdg;
LU0683601370;AB SICAV Select US Equity S;
LU0683601453;AB SICAV Select US Equity S EUR Hdg;
LU0683601610;AB SICAV Select US Equity S1;
LU0683601701;AB SICAV Select US Equity S1 EUR Hdg;
LU0683716608;Schroder ISF Glbl Prop Sec A EUR Inc;
LU0683728280;JPM Income Opportunity Plus A (acc)-USD;
LU0683730856;JPM Income Opportunity Plus A (acc)-EURH;
LU0683736036;JPM Income Opportunity Plus D (acc)-EURH;
LU0684412694;ING(L)Patrimonial First Class Mlt Asst I;
LU0684413155;ING(L)Patrimonial 1st Cl Mlt Asst P ?Acc;
LU0684413239;ING(L)Patrimonial 1st Cl Mlt Asst P ?Inc;
LU0684413312;ING(L)Patrimonial 1st Cl Mlt Asst X ?Acc;
LU0684413585;ING(L)Patrimonial First Class Mlt Asst Z;
LU0684982449;AXA WF Frm Eurozone I SolEx EUR;
LU0685222696;Allianz Income and Growth IT (USD) C;
LU0685229519;Allianz Income and Growth IT H2-EUR;
LU0685779000;Alma US Convertible Fd I(USD);
LU0685779265;Alma US Convertible Fd I(EUR Hedged) C;
LU0685779422;Alma US Convertible Fd R(USD);
LU0685779778;Alma US Convertible Fd R(EUR Hedged);
LU0686062687;Schroder ISF Glbl Convert Bd C EUR Hdg;
